Rank,Word,Occurences,Percentage,Cumulative%
746,初回,365,0.01939%,53.678%
747,超える,364,0.01933%,53.698%
748,本来,364,0.01933%,53.717%
749,単純,364,0.01933%,53.736%
750,抑える,363,0.01928%,53.756%
751,チャンネル,363,0.01928%,53.775%
752,向け,363,0.01928%,53.794%
753,得点,363,0.01928%,53.813%
754,競技,362,0.01923%,53.833%
755,航空機,362,0.01923%,53.852%
756,反応,362,0.01923%,53.871%
757,スタイル,361,0.01918%,53.890%
758,形状,361,0.01918%,53.909%
759,原因,361,0.01918%,53.929%
760,党,361,0.01918%,53.948%
761,現れる,361,0.01918%,53.967%
762,ライン,360,0.01912%,53.986%
763,そこ,360,0.01912%,54.005%
764,入場者,360,0.01912%,54.024%
765,米国,360,0.01912%,54.043%
766,チップ,360,0.01912%,54.063%
767,限る,360,0.01912%,54.082%
768,行動,358,0.01902%,54.101%
769,地上,357,0.01896%,54.120%
770,昇格,357,0.01896%,54.139%
771,ボタン,356,0.01891%,54.158%
772,残る,356,0.01891%,54.176%
773,パッケージ,356,0.01891%,54.195%
774,代わり,356,0.01891%,54.214%
775,場,356,0.01891%,54.233%
776,外部,355,0.01886%,54.252%
777,回目,355,0.01886%,54.271%
778,深夜,355,0.01886%,54.290%
779,特殊,355,0.01886%,54.309%
780,大当たり,355,0.01886%,54.327%
781,事業,355,0.01886%,54.346%
782,支援,355,0.01886%,54.365%
783,本体,355,0.01886%,54.384%
784,自動車,355,0.01886%,54.403%
785,陸上,355,0.01886%,54.422%
786,重要,354,0.01880%,54.441%
787,コピー,354,0.01880%,54.459%
788,記念,354,0.01880%,54.478%
789,力,354,0.01880%,54.497%
790,語る,354,0.01880%,54.516%
791,ロゴ,354,0.01880%,54.535%
792,説明,353,0.01875%,54.553%
793,州,353,0.01875%,54.572%
794,段階,352,0.01870%,54.591%
795,少年,352,0.01870%,54.609%
796,プロセス,351,0.01864%,54.628%
797,残す,351,0.01864%,54.647%
798,集める,351,0.01864%,54.665%
799,発,351,0.01864%,54.684%
800,不明,350,0.01859%,54.703%
801,効果,350,0.01859%,54.721%
802,票,350,0.01859%,54.740%
803,ルール,349,0.01854%,54.758%
804,同時,349,0.01854%,54.777%
805,ユニフォーム,348,0.01849%,54.795%
806,中止,347,0.01843%,54.814%
807,地球,347,0.01843%,54.832%
808,小型,347,0.01843%,54.851%
809,面,347,0.01843%,54.869%
810,分類,346,0.01838%,54.887%
811,ソニー,346,0.01838%,54.906%
812,プロセッサ,346,0.01838%,54.924%
813,万,344,0.01827%,54.943%
814,ツアー,344,0.01827%,54.961%
815,マーク,343,0.01822%,54.979%
816,誘導,343,0.01822%,54.997%
817,最終的,342,0.01817%,55.015%
818,値,342,0.01817%,55.034%
819,特急,341,0.01811%,55.052%
820,提案,341,0.01811%,55.070%
821,みる,340,0.01806%,55.088%
822,主要,340,0.01806%,55.106%
823,ステージ,339,0.01801%,55.124%
824,彼女,338,0.01795%,55.142%
825,支持,338,0.01795%,55.160%
826,調査,337,0.01790%,55.178%
827,付く,336,0.01785%,55.196%
828,秒,336,0.01785%,55.213%
829,関わる,336,0.01785%,55.231%
830,批判,335,0.01779%,55.249%
831,列,335,0.01779%,55.267%
832,撮影,334,0.01774%,55.285%
833,発売元,334,0.01774%,55.302%
834,対空,333,0.01769%,55.320%
835,近年,333,0.01769%,55.338%
836,個人,333,0.01769%,55.355%
837,カラー,332,0.01764%,55.373%
838,月号,332,0.01764%,55.391%
839,略称,332,0.01764%,55.408%
840,予告,332,0.01764%,55.426%
841,場所,331,0.01758%,55.444%
842,かかる,330,0.01753%,55.461%
843,参戦,330,0.01753%,55.479%
844,安打,329,0.01748%,55.496%
845,ゲスト,329,0.01748%,55.514%
846,立つ,329,0.01748%,55.531%
847,陸軍,329,0.01748%,55.548%
848,総合,329,0.01748%,55.566%
849,数字,328,0.01742%,55.583%
850,アーキテクチャ,328,0.01742%,55.601%
851,宣言,327,0.01737%,55.618%
852,復活,327,0.01737%,55.636%
853,よい,326,0.01732%,55.653%
854,ダイヤ,326,0.01732%,55.670%
855,日付,326,0.01732%,55.688%
856,発見,326,0.01732%,55.705%
857,結局,325,0.01726%,55.722%
858,話題,325,0.01726%,55.739%
859,ミュージック,325,0.01726%,55.757%
860,議論,323,0.01716%,55.774%
861,運転,323,0.01716%,55.791%
862,方向,322,0.01710%,55.808%
863,計算,322,0.01710%,55.825%
864,改善,322,0.01710%,55.842%
865,明らか,322,0.01710%,55.859%
866,教育,322,0.01710%,55.876%
867,ツール,322,0.01710%,55.894%
868,ジャケット,321,0.01705%,55.911%
869,まとめる,321,0.01705%,55.928%
870,延長,321,0.01705%,55.945%
871,はじめ,321,0.01705%,55.962%
872,来る,320,0.01700%,55.979%
873,一覧,320,0.01700%,55.996%
874,運動,319,0.01694%,56.013%
875,任務,318,0.01689%,56.030%
876,ユーザ,318,0.01689%,56.046%
877,パターン,318,0.01689%,56.063%
878,ドライブ,318,0.01689%,56.080%
879,意識,317,0.01684%,56.097%
880,組,317,0.01684%,56.114%
881,程度,316,0.01679%,56.131%
882,大量,316,0.01679%,56.148%
883,分ける,315,0.01673%,56.164%
884,注目,315,0.01673%,56.181%
885,失う,315,0.01673%,56.198%
886,ケース,314,0.01668%,56.214%
887,失敗,314,0.01668%,56.231%
888,シーン,313,0.01663%,56.248%
889,主催,313,0.01663%,56.264%
890,述べる,313,0.01663%,56.281%
891,輸送,313,0.01663%,56.298%
892,変える,312,0.01657%,56.314%
893,相当,312,0.01657%,56.331%
894,ハードウェア,310,0.01647%,56.347%
895,強化,310,0.01647%,56.364%
896,金曜日,310,0.01647%,56.380%
897,容易,310,0.01647%,56.397%
898,コア,309,0.01641%,56.413%
899,翌年,309,0.01641%,56.429%
900,設ける,309,0.01641%,56.446%
901,側,309,0.01641%,56.462%
902,開く,308,0.01636%,56.479%
903,普通,307,0.01631%,56.495%
904,最近,307,0.01631%,56.511%
905,カナダ,307,0.01631%,56.528%
906,傾向,306,0.01625%,56.544%
907,どちら,306,0.01625%,56.560%
908,化,306,0.01625%,56.576%
909,リスト,306,0.01625%,56.593%
910,テスト,306,0.01625%,56.609%
911,歌う,305,0.01620%,56.625%
912,割り当てる,305,0.01620%,56.641%
913,地方,304,0.01615%,56.657%
914,広島,304,0.01615%,56.673%
915,統一,304,0.01615%,56.690%
916,先制,303,0.01609%,56.706%
917,期待,303,0.01609%,56.722%
918,コンセプト,303,0.01609%,56.738%
919,ブラジル,303,0.01609%,56.754%
920,簡単,303,0.01609%,56.770%
921,内蔵,302,0.01604%,56.786%
922,宇宙,302,0.01604%,56.802%
923,逆,302,0.01604%,56.818%
924,兵器,302,0.01604%,56.834%
925,走る,301,0.01599%,56.850%
926,ロンドン,301,0.01599%,56.866%
927,音,301,0.01599%,56.882%
928,流れる,301,0.01599%,56.898%
929,運行,300,0.01594%,56.914%
930,起用,300,0.01594%,56.930%
931,作詞,300,0.01594%,56.946%
932,出版,298,0.01583%,56.962%
933,各国,298,0.01583%,56.978%
934,データベース,298,0.01583%,56.994%
935,項目,298,0.01583%,57.009%
936,鈴木,297,0.01578%,57.025%
937,戻る,297,0.01578%,57.041%
938,協力,296,0.01572%,57.057%
939,終了後,295,0.01567%,57.072%
940,交換,295,0.01567%,57.088%
941,サブ,294,0.01562%,57.104%
942,配列,294,0.01562%,57.119%
943,サウンド,294,0.01562%,57.135%
944,こちら,294,0.01562%,57.150%
945,小さい,294,0.01562%,57.166%
946,社会,294,0.01562%,57.182%
947,増える,294,0.01562%,57.197%
948,チャート,293,0.01556%,57.213%
949,翼,293,0.01556%,57.228%
950,わけ,293,0.01556%,57.244%
951,経る,293,0.01556%,57.260%
952,歴史,293,0.01556%,57.275%
953,ロックバンド,293,0.01556%,57.291%
954,困難,293,0.01556%,57.306%
955,限り,293,0.01556%,57.322%
956,都市,293,0.01556%,57.337%
957,爆撃機,292,0.01551%,57.353%
958,局,292,0.01551%,57.368%
959,回転,292,0.01551%,57.384%
960,おく,292,0.01551%,57.399%
961,リード,292,0.01551%,57.415%
962,生まれる,291,0.01546%,57.430%
963,基地,291,0.01546%,57.446%
964,土曜日,291,0.01546%,57.461%
965,動画,290,0.01540%,57.477%
966,後述,290,0.01540%,57.492%
967,成績,290,0.01540%,57.507%
968,コンテンツ,290,0.01540%,57.523%
969,準決勝決勝,289,0.01535%,57.538%
970,委員会,289,0.01535%,57.554%
971,本拠地,288,0.01530%,57.569%
972,優れる,288,0.01530%,57.584%
973,ローカル,288,0.01530%,57.599%
974,改修,288,0.01530%,57.615%
975,改造,287,0.01524%,57.630%
976,供給,287,0.01524%,57.645%
977,ドコモ,287,0.01524%,57.661%
978,大戦,286,0.01519%,57.676%
979,無料,286,0.01519%,57.691%
980,タイムリー,286,0.01519%,57.706%
981,ライト,286,0.01519%,57.721%
982,報道,285,0.01514%,57.736%
983,オールスター,285,0.01514%,57.752%
984,前半,283,0.01503%,57.767%
985,紀,283,0.01503%,57.782%
986,夜,282,0.01498%,57.797%
987,協会,281,0.01493%,57.812%
988,検索,281,0.01493%,57.826%
989,民主党,280,0.01487%,57.841%
990,二人,280,0.01487%,57.856%
991,小林,280,0.01487%,57.871%
992,夏,280,0.01487%,57.886%
993,ギター,280,0.01487%,57.901%
994,ナショナル,280,0.01487%,57.916%
995,タイム,279,0.01482%,57.931%
996,既存,278,0.01477%,57.945%
997,配布,278,0.01477%,57.960%
998,手法,278,0.01477%,57.975%
999,名義,278,0.01477%,57.990%
1000,前述,278,0.01477%,58.004%
1001,転送,278,0.01477%,58.019%
1002,赤,277,0.01471%,58.034%
1003,連盟,277,0.01471%,58.049%
1004,フレーム,277,0.01471%,58.063%
1005,高度,277,0.01471%,58.078%
1006,本社,277,0.01471%,58.093%
1007,もと,277,0.01471%,58.107%
1008,取得,276,0.01466%,58.122%
1009,規定,276,0.01466%,58.137%
1010,スタッフ,276,0.01466%,58.151%
1011,業界,275,0.01461%,58.166%
1012,有効,275,0.01461%,58.181%
1013,少女,275,0.01461%,58.195%
1014,生活,275,0.01461%,58.210%
1015,結ぶ,274,0.01455%,58.224%
1016,ビル,274,0.01455%,58.239%
1017,様,274,0.01455%,58.253%
1018,形態,274,0.01455%,58.268%
1019,主翼,274,0.01455%,58.283%
1020,破壊,274,0.01455%,58.297%
1021,中央,273,0.01450%,58.312%
1022,レコーダー,273,0.01450%,58.326%
1023,戦,273,0.01450%,58.341%
1024,政治,273,0.01450%,58.355%
1025,考慮,273,0.01450%,58.370%
1026,光,272,0.01445%,58.384%
1027,ライブラリ,272,0.01445%,58.399%
1028,男性,272,0.01445%,58.413%
1029,継続,272,0.01445%,58.427%
1030,本名,272,0.01445%,58.442%
1031,単位,272,0.01445%,58.456%
1032,経験,271,0.01439%,58.471%
1033,収める,271,0.01439%,58.485%
1034,起こす,271,0.01439%,58.500%
1035,チャンス,271,0.01439%,58.514%
1036,投手,271,0.01439%,58.528%
1037,同士,271,0.01439%,58.543%
1038,会場,270,0.01434%,58.557%
1039,合成,270,0.01434%,58.571%
1040,背景,270,0.01434%,58.586%
1041,指摘,269,0.01429%,58.600%
1042,応じる,269,0.01429%,58.614%
1043,男,269,0.01429%,58.629%
1044,出来事,269,0.01429%,58.643%
1045,ホーム,268,0.01424%,58.657%
1046,歌詞,268,0.01424%,58.671%
1047,工場,268,0.01424%,58.686%
1048,休止,268,0.01424%,58.700%
1049,小説,267,0.01418%,58.714%
1050,見える,267,0.01418%,58.728%
1051,会議,266,0.01413%,58.742%
1052,開幕,266,0.01413%,58.756%
1053,使える,265,0.01408%,58.771%
1054,略,265,0.01408%,58.785%
1055,そのもの,265,0.01408%,58.799%
1056,受信,265,0.01408%,58.813%
1057,マン,265,0.01408%,58.827%
1058,主張,265,0.01408%,58.841%
1059,南,265,0.01408%,58.855%
1060,度目,265,0.01408%,58.869%
1061,代わる,265,0.01408%,58.883%
1062,事務所,264,0.01402%,58.897%
1063,台湾,264,0.01402%,58.911%
1064,本人,264,0.01402%,58.925%
1065,高校,264,0.01402%,58.939%
1066,重量,263,0.01397%,58.953%
1067,短い,263,0.01397%,58.967%
1068,ら,263,0.01397%,58.981%
1069,ミニ,263,0.01397%,58.995%
1070,オリコン,263,0.01397%,59.009%
1071,読む,263,0.01397%,59.023%
1072,全米,263,0.01397%,59.037%
1073,施設,263,0.01397%,59.051%
1074,部品,263,0.01397%,59.065%
1075,中日,262,0.01392%,59.079%
1076,向ける,262,0.01392%,59.093%
1077,両,262,0.01392%,59.107%
1078,確保,262,0.01392%,59.121%
1079,呼称,262,0.01392%,59.135%
1080,早い,262,0.01392%,59.148%
1081,山本,261,0.01386%,59.162%
1082,自社,261,0.01386%,59.176%
1083,車,261,0.01386%,59.190%
1084,声優,261,0.01386%,59.204%
1085,決まる,260,0.01381%,59.218%
1086,アナログ,259,0.01376%,59.231%
1087,作戦,259,0.01376%,59.245%
1088,保存,258,0.01370%,59.259%
1089,アメリカン,258,0.01370%,59.273%
1090,ガン,258,0.01370%,59.286%
1091,森,258,0.01370%,59.300%
1092,記憶,258,0.01370%,59.314%
1093,全員,258,0.01370%,59.327%
1094,阪急,258,0.01370%,59.341%
1095,事実上,257,0.01365%,59.355%
1096,回路,257,0.01365%,59.368%
1097,倍,257,0.01365%,59.382%
1098,用途,256,0.01360%,59.396%
1099,先,256,0.01360%,59.409%
1100,繰り返す,256,0.01360%,59.423%
1101,左右,256,0.01360%,59.437%
1102,トーナメント,256,0.01360%,59.450%
1103,神,256,0.01360%,59.464%
1104,ボール,256,0.01360%,59.477%
1105,欧州,256,0.01360%,59.491%
1106,順位,255,0.01355%,59.504%
1107,隻,255,0.01355%,59.518%
1108,若干,254,0.01349%,59.531%
1109,キャラ,254,0.01349%,59.545%
1110,横浜,254,0.01349%,59.558%
1111,変数,254,0.01349%,59.572%
1112,きっかけ,253,0.01344%,59.585%
1113,扱い,253,0.01344%,59.599%
1114,解決,253,0.01344%,59.612%
1115,爆弾,253,0.01344%,59.626%
1116,録画,253,0.01344%,59.639%
1117,バイト,252,0.01339%,59.653%
1118,十分,252,0.01339%,59.666%
1119,利用者,252,0.01339%,59.679%
1120,付属,252,0.01339%,59.693%
1121,奪う,252,0.01339%,59.706%
1122,一定,252,0.01339%,59.719%
1123,コスト,252,0.01339%,59.733%
1124,エリア,251,0.01333%,59.746%
1125,ランキング,251,0.01333%,59.760%
1126,空間,251,0.01333%,59.773%
1127,逆転,251,0.01333%,59.786%
1128,スペイン,251,0.01333%,59.800%
1129,推奨,251,0.01333%,59.813%
1130,ソング,251,0.01333%,59.826%
1131,機関車,250,0.01328%,59.839%
1132,候補者,250,0.01328%,59.853%
1133,フル,250,0.01328%,59.866%
1134,並ぶ,250,0.01328%,59.879%
1135,合計,250,0.01328%,59.893%
1136,国家,250,0.01328%,59.906%
1137,バスケットボール,250,0.01328%,59.919%
1138,当たる,249,0.01323%,59.932%
1139,百,249,0.01323%,59.946%
1140,ダウンロード,249,0.01323%,59.959%
1141,生じる,248,0.01317%,59.972%
1142,英,248,0.01317%,59.985%
1143,一種,248,0.01317%,59.998%
1144,人々,248,0.01317%,60.012%
1145,左,248,0.01317%,60.025%
1146,置き換える,248,0.01317%,60.038%
1147,引き継ぐ,247,0.01312%,60.051%
1148,意見,247,0.01312%,60.064%
1149,報告,247,0.01312%,60.077%
1150,上がる,247,0.01312%,60.090%
1151,じゅう,247,0.01312%,60.103%
1152,難しい,247,0.01312%,60.117%
1153,リンク,247,0.01312%,60.130%
1154,周年,246,0.01307%,60.143%
1155,概念,246,0.01307%,60.156%
1156,ケーブル,246,0.01307%,60.169%
1157,北海道,246,0.01307%,60.182%
1158,エンディング,245,0.01301%,60.195%
1159,実験,245,0.01301%,60.208%
1160,プロデュース,245,0.01301%,60.221%
1161,通算,245,0.01301%,60.234%
1162,適用,245,0.01301%,60.247%
1163,漢字,245,0.01301%,60.260%
1164,ボーカル,244,0.01296%,60.273%
1165,固定,244,0.01296%,60.286%
1166,日曜日,244,0.01296%,60.299%
1167,急行,244,0.01296%,60.312%
1168,行為,244,0.01296%,60.325%
1169,カバー,244,0.01296%,60.338%
1170,ミッション,243,0.01291%,60.351%
1171,ゴール,243,0.01291%,60.364%
1172,用語,243,0.01291%,60.377%
1173,判断,243,0.01291%,60.389%
1174,インチ,243,0.01291%,60.402%
1175,向かう,243,0.01291%,60.415%
1176,容量,243,0.01291%,60.428%
1177,席,243,0.01291%,60.441%
1178,強力,242,0.01285%,60.454%
1179,先行,242,0.01285%,60.467%
1180,分割,242,0.01285%,60.480%
1181,グラフィック,242,0.01285%,60.493%
1182,不可能,242,0.01285%,60.505%
1183,最新,241,0.01280%,60.518%
1184,コンパイラ,241,0.01280%,60.531%
1185,規模,241,0.01280%,60.544%
1186,経営,241,0.01280%,60.557%
1187,買収,241,0.01280%,60.569%
1188,成長,241,0.01280%,60.582%
1189,衛星,240,0.01275%,60.595%
1190,放映,240,0.01275%,60.608%
1191,電車,240,0.01275%,60.620%
1192,受賞,239,0.01270%,60.633%
1193,スポンサー,239,0.01270%,60.646%
1194,王,239,0.01270%,60.659%
1195,施す,239,0.01270%,60.671%
1196,やる,238,0.01264%,60.684%
1197,ん,238,0.01264%,60.696%
1198,射撃,238,0.01264%,60.709%
1199,今後,238,0.01264%,60.722%
1200,幅,238,0.01264%,60.734%
1201,ワイド,237,0.01259%,60.747%
1202,枠,237,0.01259%,60.760%
1203,入手,237,0.01259%,60.772%
1204,さまざま,237,0.01259%,60.785%
1205,料金,236,0.01254%,60.797%
1206,周波数,236,0.01254%,60.810%
1207,選出,236,0.01254%,60.822%
1208,コース,236,0.01254%,60.835%
1209,シナリオ,236,0.01254%,60.847%
1210,東京都,236,0.01254%,60.860%
1211,テープ,235,0.01248%,60.872%
1212,要出典,235,0.01248%,60.885%
1213,てる,235,0.01248%,60.897%
1214,黒,235,0.01248%,60.910%
1215,スペシャル,235,0.01248%,60.922%
1216,プレーヤー,234,0.01243%,60.935%
1217,金,234,0.01243%,60.947%
1218,史上,234,0.01243%,60.960%
1219,出現,234,0.01243%,60.972%
1220,春,234,0.01243%,60.985%
1221,移植,233,0.01238%,60.997%
1222,のち,233,0.01238%,61.009%
1223,体制,233,0.01238%,61.022%
1224,構築,233,0.01238%,61.034%
1225,伝える,232,0.01232%,61.046%
1226,争う,232,0.01232%,61.059%
1227,取り上げる,232,0.01232%,61.071%
1228,試作,232,0.01232%,61.083%
1229,範囲,232,0.01232%,61.096%
1230,演算,232,0.01232%,61.108%
1231,共和党,231,0.01227%,61.120%
1232,キーボード,231,0.01227%,61.133%
1233,メッセージ,231,0.01227%,61.145%
1234,劇場,231,0.01227%,61.157%
1235,同点,231,0.01227%,61.169%
1236,主力,231,0.01227%,61.182%
1237,北,231,0.01227%,61.194%
1238,デバイス,230,0.01222%,61.206%
1239,専門,230,0.01222%,61.218%
1240,燃料,230,0.01222%,61.231%
1241,近鉄,230,0.01222%,61.243%
1242,公演,230,0.01222%,61.255%
1243,戦う,230,0.01222%,61.267%
1244,復帰,230,0.01222%,61.279%
1245,酸,230,0.01222%,61.292%
1246,誰,230,0.01222%,61.304%
1247,初代,230,0.01222%,61.316%
1248,制定,230,0.01222%,61.328%
1249,液晶,230,0.01222%,61.340%
1250,国鉄,229,0.01216%,61.353%
1251,本格的,228,0.01211%,61.365%
1252,オープニング,228,0.01211%,61.377%
1253,修正,228,0.01211%,61.389%
1254,岡田,228,0.01211%,61.401%
1255,産業,228,0.01211%,61.413%
1256,渡る,227,0.01206%,61.425%
1257,ジョン,227,0.01206%,61.437%
1258,右,227,0.01206%,61.449%
1259,単独,227,0.01206%,61.461%
1260,動き,226,0.01200%,61.473%
1261,視聴率,226,0.01200%,61.485%
1262,電波,226,0.01200%,61.497%
1263,オリンピック,226,0.01200%,61.509%
1264,いち,226,0.01200%,61.521%
1265,ブロック,226,0.01200%,61.533%
1266,白,226,0.01200%,61.545%
1267,無線,225,0.01195%,61.557%
1268,新型,225,0.01195%,61.569%
1269,トーク,225,0.01195%,61.581%
1270,同一,224,0.01190%,61.593%
1271,定める,223,0.01185%,61.605%
1272,わかる,223,0.01185%,61.617%
1273,戦い,223,0.01185%,61.629%
1274,各地,223,0.01185%,61.641%
1275,プロレス,223,0.01185%,61.652%
1276,作者,223,0.01185%,61.664%
1277,誕生,223,0.01185%,61.676%
1278,流れ,222,0.01179%,61.688%
1279,許す,222,0.01179%,61.700%
1280,再開,222,0.01179%,61.712%
1281,輸送機,222,0.01179%,61.723%
1282,検討,222,0.01179%,61.735%
1283,互換,222,0.01179%,61.747%
1284,リアル,222,0.01179%,61.759%
1285,発揮,222,0.01179%,61.770%
1286,ベトナム,222,0.01179%,61.782%
1287,後部,222,0.01179%,61.794%
1288,ヶ月,221,0.01174%,61.806%
1289,階,221,0.01174%,61.818%
1290,電気,221,0.01174%,61.829%
1291,急,221,0.01174%,61.841%
1292,判定,221,0.01174%,61.853%
1293,万円,221,0.01174%,61.864%
1294,押す,221,0.01174%,61.876%
1295,作目,221,0.01174%,61.888%
1296,業務,220,0.01169%,61.900%
1297,方針,220,0.01169%,61.911%
1298,水,220,0.01169%,61.923%
1299,戦略,220,0.01169%,61.935%
1300,ロード,220,0.01169%,61.946%
1301,あげる,220,0.01169%,61.958%
1302,はっぴ,220,0.01169%,61.970%
1303,週,220,0.01169%,61.981%
1304,経由,219,0.01163%,61.993%
1305,プロトコル,219,0.01163%,62.005%
1306,山田,219,0.01163%,62.016%
1307,行,219,0.01163%,62.028%
1308,放送局,219,0.01163%,62.040%
1309,下記,218,0.01158%,62.051%
1310,前回,218,0.01158%,62.063%
1311,分かれる,218,0.01158%,62.074%
1312,日本一,218,0.01158%,62.086%
1313,四球,218,0.01158%,62.098%
1314,プロデューサー,217,0.01153%,62.109%
1315,両方,217,0.01153%,62.121%
1316,飾る,217,0.01153%,62.132%
1317,作家,217,0.01153%,62.144%
1318,取り入れる,217,0.01153%,62.155%
1319,対決,217,0.01153%,62.167%
1320,レギュラー,216,0.01147%,62.178%
1321,アクション,216,0.01147%,62.190%
1322,複雑,216,0.01147%,62.201%
1323,四,216,0.01147%,62.213%
1324,ルート,216,0.01147%,62.224%
1325,パーソナリティ,216,0.01147%,62.236%
1326,組む,216,0.01147%,62.247%
1327,主義,216,0.01147%,62.258%
1328,対抗,215,0.01142%,62.270%
1329,悪い,215,0.01142%,62.281%
1330,東,215,0.01142%,62.293%
1331,ジャンル,215,0.01142%,62.304%
1332,低下,215,0.01142%,62.316%
1333,コミュニティ,215,0.01142%,62.327%
1334,不足,214,0.01137%,62.338%
1335,守る,214,0.01137%,62.350%
1336,オプション,214,0.01137%,62.361%
1337,製,214,0.01137%,62.372%
1338,フィールド,214,0.01137%,62.384%
1339,胴体,213,0.01131%,62.395%
1340,輸出,213,0.01131%,62.406%
1341,共有,213,0.01131%,62.418%
1342,新規,213,0.01131%,62.429%
1343,かかわる,213,0.01131%,62.440%
